From,2020-07-01 23:47:42.608624,To,2020-08-01 23:47:42.608661,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,65895997,NoMatch,4.3%,2834952,,,,,,,,,,phones,92.9%,NoMatch,with phones,1218129,with emails,0,with social_profiles,829191,with jobs,579623,with educations,283766,with addresses,1516793,with dobs,451326,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",20.9654070489%,13815364,SingleMatch,94.8%,62440459,,,,,,,,,,emails,84.1%,NoMatch,without phones,1616823,without emails,2834952,without social_profiles,2005761,without jobs,2255329,without educations,2551186,without addresses,1318159,without dobs,2383626,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",17.2635190572%,11375968,MultipleMatch,0.9%,611502,,,,,,,,,,social_profiles,44.0%,PerfectMatch,with phones,57982372,with emails,52533429,with social_profiles,27483089,with jobs,24493528,with educations,9681695,with addresses,62403616,with dobs,50124646,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",14.9359133302%,9842169,,,,,,,,,,,,,jobs,39.2%,PerfectMatch,without phones,4458087,without emails,9907030,without social_profiles,34957370,without jobs,37946931,without educations,52758764,without addresses,36843,without dobs,12315813,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",10.3256757766%,6804207,,,,,,,,,,,,,educations,15.5%,PossibleMatch,with phones,398404,with emails,0,with social_profiles,249055,with jobs,209218,with educations,101413,with addresses,424845,with dobs,312312,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",5.67626133648%,3740429,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,213098,without emails,611502,without social_profiles,362447,without jobs,402284,without educations,510089,without addresses,186657,without dobs,299190,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,80.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69.1667765494%,45578137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#US,All,,9296605,NoMatch,22.4%,2078407,,,,,,,,,,phones,95.7%,NoMatch,with phones,94823,with emails,0,with social_profiles,90856,with jobs,84950,with educations,67058,with addresses,97384,with dobs,92429,,,,,,,,,,,,,,,,,
,Phone,57.253341408%,5322617,SingleMatch,57.1%,5309694,,,,,,,,,,emails,75.1%,NoMatch,without phones,1983584,without emails,2078407,without social_profiles,1987551,without jobs,1993457,without educations,2011349,without addresses,1981023,without dobs,1985978,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",15.044728694%,1398649,MultipleMatch,20.5%,1906655,,,,,,,,,,social_profiles,42.1%,PerfectMatch,with phones,5082352,with emails,3986998,with social_profiles,2236562,with jobs,2349514,with educations,774646,with addresses,5294620,with dobs,3930427,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",5.38194319324%,500338,,,,,,,,,,,,,jobs,44.2%,PerfectMatch,without phones,227342,without emails,1322696,without social_profiles,3073132,without jobs,2960180,without educations,4535048,without addresses,15074,without dobs,1379267,,,,,,,,,,,,,,,,,
,"Name, Address",3.50049292188%,325427,,,,,,,,,,,,,educations,14.6%,PossibleMatch,with phones,1901828,with emails,0,with social_profiles,975353,with jobs,943446,with educations,387422,with addresses,1901522,with dobs,1214689,,,,,,,,,,,,,,,,,
,"Names, Addresses, Email, Phones",2.99698653433%,278618,,,,,,,,,,,,,addresses,99.7%,PossibleMatch,without phones,4827,without emails,1906655,without social_profiles,931302,without jobs,963209,without educations,1519233,without addresses,5133,without dobs,691966,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,74.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,84.1774927514%,7825649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967#US,All,,944207,NoMatch,4.3%,40162,,,,,,,,,,phones,91.3%,NoMatch,with phones,12162,with emails,0,with social_profiles,5490,with jobs,4869,with educations,2031,with addresses,19302,with dobs,7833,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email",79.3516675898%,749244,SingleMatch,94.3%,890128,,,,,,,,,,emails,88.6%,NoMatch,without phones,28000,without emails,40162,without social_profiles,34672,without jobs,35293,without educations,38131,without addresses,20860,without dobs,32329,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",16.4240468457%,155077,MultipleMatch,1.4%,13657,,,,,,,,,,social_profiles,49.2%,PerfectMatch,with phones,812269,with emails,788222,with social_profiles,438124,with jobs,417444,with educations,180151,with addresses,888880,with dobs,814530,,,,,,,,,,,,,,,,,
,"Name, Address, Email",2.69178262817%,25416,,,,,,,,,,,,,jobs,46.9%,PerfectMatch,without phones,77859,without emails,101906,without social_profiles,452004,without jobs,472684,without educations,709977,without addresses,1248,without dobs,75598,,,,,,,,,,,,,,,,,
,"Name, Address",1.5049666016%,14210,,,,,,,,,,,,,educations,20.2%,PossibleMatch,with phones,325,with emails,0,with social_profiles,144,with jobs,112,with educations,53,with addresses,348,with dobs,304,,,,,,,,,,,,,,,,,
,,0.0275363347232%,260,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,13332,without emails,13657,without social_profiles,13513,without jobs,13545,without educations,13604,without addresses,13309,without dobs,13353,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,91.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,944207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#US,All,,921064,NoMatch,52.9%,487270,,,,,,,,,,phones,100.0%,NoMatch,with phones,657,with emails,0,with social_profiles,207,with jobs,187,with educations,81,with addresses,698,with dobs,617,,,,,,,,,,,,,,,,,
,Phone,99.9948972058%,921017,SingleMatch,34.5%,318145,,,,,,,,,,emails,42.6%,NoMatch,without phones,486613,without emails,487270,without social_profiles,487063,without jobs,487083,without educations,487189,without addresses,486572,without dobs,486653,,,,,,,,,,,,,,,,,
,,0.0051027941598%,47,MultipleMatch,12.6%,115602,,,,,,,,,,social_profiles,36.1%,PerfectMatch,with phones,318133,with emails,135480,with social_profiles,114972,with jobs,83751,with educations,33199,with addresses,315992,with dobs,81291,,,,,,,,,,,,,,,,,
,"Name, Address, Email",3.6688125345%,30108,,,,,,,,,,,,,jobs,26.3%,PerfectMatch,without phones,12,without emails,182665,without social_profiles,203173,without jobs,234394,without educations,284946,without addresses,2153,without dobs,236854,,,,,,,,,,,,,,,,,
,"Name, Address",1.80040870191%,14775,,,,,,,,,,,,,educations,10.4%,PossibleMatch,with phones,115602,with emails,0,with social_profiles,64022,with jobs,47548,with educations,23717,with addresses,115447,with dobs,57069,,,,,,,,,,,,,,,,,
,,0.0275392464726%,226,,,,,,,,,,,,,addresses,99.3%,PossibleMatch,without phones,0,without emails,115602,without social_profiles,51580,without jobs,68054,without educations,91885,without addresses,155,without dobs,58533,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,25.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,921064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#US,All,,577554,NoMatch,46.3%,267441,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9954982564%,577528,SingleMatch,38.6%,222920,,,,,,,,,,emails,42.4%,NoMatch,without phones,267441,without emails,267441,without social_profiles,267441,without jobs,267441,without educations,267441,without addresses,267441,without dobs,267441,,,,,,,,,,,,,,,,,
,,0.00450174355991%,26,MultipleMatch,15.1%,87167,,,,,,,,,,social_profiles,47.6%,PerfectMatch,with phones,222913,with emails,94520,with social_profiles,106207,with jobs,57070,with educations,36753,with addresses,217776,with dobs,42395,,,,,,,,,,,,,,,,,
,,0.0351846594885%,88,,,,,,,,,,,,,jobs,25.6%,PerfectMatch,without phones,7,without emails,128400,without social_profiles,116713,without jobs,165850,without educations,186167,without addresses,5144,without dobs,180525,,,,,,,,,,,,,,,,,
,Address,0.00119947702802%,3,,,,,,,,,,,,,educations,16.5%,PossibleMatch,with phones,11,with emails,0,with social_profiles,3,with jobs,1,with educations,1,with addresses,11,with dobs,2,,,,,,,,,,,,,,,,,
,"Email, Phone",0.000799651352011%,2,,,,,,,,,,,,,addresses,97.7%,PossibleMatch,without phones,87156,without emails,87167,without social_profiles,87164,without jobs,87166,without educations,87166,without addresses,87156,without dobs,87165,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,19.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,577554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539#US,All,,384361,NoMatch,4.8%,18540,,,,,,,,,,phones,100.0%,NoMatch,with phones,5,with emails,0,with social_profiles,1,with jobs,2,with educations,1,with addresses,5,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9979186234%,384353,SingleMatch,37.5%,144258,,,,,,,,,,emails,57.2%,NoMatch,without phones,18535,without emails,18540,without social_profiles,18539,without jobs,18538,without educations,18539,without addresses,18535,without dobs,18540,,,,,,,,,,,,,,,,,
,,0.0020813766225%,8,MultipleMatch,57.6%,221555,,,,,,,,,,social_profiles,49.5%,PerfectMatch,with phones,144258,with emails,82573,with social_profiles,71428,with jobs,67516,with educations,24615,with addresses,141407,with dobs,51900,,,,,,,,,,,,,,,,,
,"Name, Address, Emails",1.58958377149%,4157,,,,,,,,,,,,,jobs,46.8%,PerfectMatch,without phones,0,without emails,61685,without social_profiles,72830,without jobs,76742,without educations,119643,without addresses,2851,without dobs,92358,,,,,,,,,,,,,,,,,
,"Name, Address, Email",0.482572701375%,1262,,,,,,,,,,,,,educations,17.1%,PossibleMatch,with phones,40056,with emails,0,with social_profiles,22010,with jobs,14737,with educations,7831,with addresses,39839,with dobs,18114,,,,,,,,,,,,,,,,,
,,0.0152954897425%,40,,,,,,,,,,,,,addresses,98.0%,PossibleMatch,without phones,181499,without emails,221555,without social_profiles,199545,without jobs,206818,without educations,213724,without addresses,181716,without dobs,203441,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,36.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,384361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21013#US,All,,309586,NoMatch,32.2%,99553,,,,,,,,,,phones,90.3%,NoMatch,with phones,10372,with emails,0,with social_profiles,10516,with jobs,9293,with educations,7628,with addresses,10556,with dobs,10028,,,,,,,,,,,,,,,,,
,Phone,49.5355087116%,153355,SingleMatch,38.2%,118232,,,,,,,,,,emails,67.0%,NoMatch,without phones,89181,without emails,99553,without social_profiles,89037,without jobs,90260,without educations,91925,without addresses,88997,without dobs,89525,,,,,,,,,,,,,,,,,
,"Name, Address",48.4727991576%,150065,MultipleMatch,29.6%,91749,,,,,,,,,,social_profiles,40.6%,PerfectMatch,with phones,106803,with emails,79229,with social_profiles,48004,with jobs,42130,with educations,16892,with addresses,117837,with dobs,62152,,,,,,,,,,,,,,,,,
