From,2020-01-01 21:45:46.304304,To,2020-02-01 21:45:46.304344,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,62266495,NoMatch,8.6%,5330313,,,,,,,,,,phones,91.6%,NoMatch,with phones,2702785,with emails,0,with social_profiles,1510217,with jobs,1147653,with educations,515999,with addresses,3244669,with dobs,734331,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",17.3169936737%,10782685,SingleMatch,89.6%,55700959,,,,,,,,,,emails,83.2%,NoMatch,without phones,2627528,without emails,5330313,without social_profiles,3820096,without jobs,4182660,without educations,4814314,without addresses,2085644,without dobs,4595982,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",15.6090639115%,9719217,MultipleMatch,1.9%,1159276,,,,,,,,,,social_profiles,45.2%,PerfectMatch,with phones,50999356,with emails,46358938,with social_profiles,25191914,with jobs,21536807,with educations,8665522,with addresses,55604225,with dobs,37410997,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",12.9663392809%,8073685,,,,,,,,,,,,,jobs,38.7%,PerfectMatch,without phones,4701603,without emails,9342021,without social_profiles,30509045,without jobs,34164152,without educations,47035437,without addresses,96734,without dobs,18289962,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",11.5978167713%,7221554,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,779642,with emails,0,with social_profiles,496724,with jobs,414440,with educations,207730,with addresses,826831,with dobs,565226,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",7.04772928041%,4388374,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,379634,without emails,1159276,without social_profiles,662552,without jobs,744836,without educations,951546,without addresses,332445,without dobs,594050,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,67.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64.5379429178%,40185515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006125#US,All,,22674197,NoMatch,56.0%,12703318,,,,,,,,,,phones,76.1%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,"Name, Address",79.480653714%,18021600,SingleMatch,40.9%,9272028,,,,,,,,,,emails,75.6%,NoMatch,without phones,12703318,without emails,12703318,without social_profiles,12703318,without jobs,12703318,without educations,12703318,without addresses,12703318,without dobs,12703318,,,,,,,,,,,,,,,,,
,"Name, Address, Email, Phone",15.9196155877%,3609645,MultipleMatch,3.1%,698839,,,,,,,,,,social_profiles,56.7%,PerfectMatch,with phones,7059108,with emails,7013812,with social_profiles,5259430,with jobs,4065541,with educations,2619871,with addresses,8771041,with dobs,4543590,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Emails, Phones, UserIDs",0.206428479033%,46806,,,,,,,,,,,,,jobs,43.8%,PerfectMatch,without phones,2212920,without emails,2258216,without social_profiles,4012598,without jobs,5206487,without educations,6652157,without addresses,500987,without dobs,4728438,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Emails, Phones, UserID",0.167935384878%,38078,,,,,,,,,,,,,educations,28.3%,PossibleMatch,with phones,22101,with emails,0,with social_profiles,13445,with jobs,11778,with educations,6014,with addresses,27732,with dobs,15375,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Emails, Phones, UserIDs, Educations, Jobs",0.149707616989%,33945,,,,,,,,,,,,,addresses,94.6%,PossibleMatch,without phones,676738,without emails,698839,without social_profiles,685394,without jobs,687061,without educations,692825,without addresses,671107,without dobs,683464,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,95.9243407826%,21750074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
