From,2020-03-01 22:35:15.831275,To,2020-04-01 22:35:15.831310,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,46617315,NoMatch,7.0%,3281705,,,,,,,,,,phones,91.8%,NoMatch,with phones,1611671,with emails,0,with social_profiles,953218,with jobs,700466,with educations,315960,with addresses,1961910,with dobs,465982,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",16.8978307738%,7877315,SingleMatch,91.8%,42780553,,,,,,,,,,emails,85.0%,NoMatch,without phones,1670034,without emails,3281705,without social_profiles,2328487,without jobs,2581239,without educations,2965745,without addresses,1319795,without dobs,2815723,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",15.0506115592%,7016191,MultipleMatch,1.1%,519374,,,,,,,,,,social_profiles,45.3%,PerfectMatch,with phones,39255095,with emails,36379712,with social_profiles,19359572,with jobs,16591384,with educations,6575996,with addresses,42724792,with dobs,28436704,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",12.6624881763%,5902912,,,,,,,,,,,,,jobs,38.8%,PerfectMatch,without phones,3525458,without emails,6400841,without social_profiles,23420981,without jobs,26189169,without educations,36204557,without addresses,55761,without dobs,14343849,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",11.5670947587%,5392269,,,,,,,,,,,,,educations,15.4%,PossibleMatch,with phones,349300,with emails,0,with social_profiles,229143,with jobs,186605,with educations,93452,with addresses,375975,with dobs,245404,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",7.06091502696%,3291609,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,170074,without emails,519374,without social_profiles,290231,without jobs,332769,without educations,425922,without addresses,143399,without dobs,273970,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,66.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63.238940295%,29480296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#US,All,,8237033,NoMatch,24.5%,2020008,,,,,,,,,,phones,84.8%,NoMatch,with phones,129391,with emails,0,with social_profiles,110670,with jobs,102275,with educations,75243,with addresses,161989,with dobs,125019,,,,,,,,,,,,,,,,,
,Phone,47.4260816971%,3906502,SingleMatch,59.9%,4929167,,,,,,,,,,emails,71.5%,NoMatch,without phones,1890617,without emails,2020008,without social_profiles,1909338,without jobs,1917733,without educations,1944765,without addresses,1858019,without dobs,1894989,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",12.2684952215%,1010560,MultipleMatch,15.6%,1282059,,,,,,,,,,social_profiles,37.0%,PerfectMatch,with phones,4180392,with emails,3526633,with social_profiles,1824125,with jobs,1847343,with educations,612468,with addresses,4913911,with dobs,3450164,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",10.6093055594%,873892,,,,,,,,,,,,,jobs,37.5%,PerfectMatch,without phones,748775,without emails,1402534,without social_profiles,3105042,without jobs,3081824,without educations,4316699,without addresses,15256,without dobs,1479003,,,,,,,,,,,,,,,,,
,"Name, Address",7.76047637541%,639233,,,,,,,,,,,,,educations,12.4%,PossibleMatch,with phones,1213384,with emails,0,with social_profiles,639245,with jobs,586333,with educations,248654,with addresses,1213399,with dobs,743415,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",4.41212266601%,363428,,,,,,,,,,,,,addresses,99.7%,PossibleMatch,without phones,68675,without emails,1282059,without social_profiles,642814,without jobs,695726,without educations,1033405,without addresses,68660,without dobs,538644,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,70.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,82.4764815195%,6793615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#US,All,,1087538,NoMatch,53.3%,579462,,,,,,,,,,phones,100.0%,NoMatch,with phones,901,with emails,0,with social_profiles,245,with jobs,241,with educations,94,with addresses,940,with dobs,821,,,,,,,,,,,,,,,,,
,Phone,99.9555877588%,1087055,SingleMatch,34.9%,379876,,,,,,,,,,emails,42.7%,NoMatch,without phones,578561,without emails,579462,without social_profiles,579217,without jobs,579221,without educations,579368,without addresses,578522,without dobs,578641,,,,,,,,,,,,,,,,,
,,0.0443202904174%,482,MultipleMatch,11.7%,127718,,,,,,,,,,social_profiles,36.3%,PerfectMatch,with phones,379847,with emails,162113,with social_profiles,138037,with jobs,96937,with educations,37553,with addresses,377406,with dobs,94397,,,,,,,,,,,,,,,,,
,"Name, Email, Phone",9.19508099947e-05%,1,,,,,,,,,,,,,jobs,25.5%,PerfectMatch,without phones,29,without emails,217763,without social_profiles,241839,without jobs,282939,without educations,342323,without addresses,2470,without dobs,285479,,,,,,,,,,,,,,,,,
,"Name, Address",1.58924590864%,13104,,,,,,,,,,,,,educations,9.9%,PossibleMatch,with phones,127717,with emails,0,with social_profiles,75724,with jobs,54665,with educations,27689,with addresses,127567,with dobs,67212,,,,,,,,,,,,,,,,,
,"Address, DOB, Email",0.0295921857225%,244,,,,,,,,,,,,,addresses,99.3%,PossibleMatch,without phones,1,without emails,127718,without social_profiles,51994,without jobs,73053,without educations,100029,without addresses,151,without dobs,60506,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,24.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,1087538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967#US,All,,787297,NoMatch,4.2%,33098,,,,,,,,,,phones,84.5%,NoMatch,with phones,12328,with emails,0,with social_profiles,5758,with jobs,4875,with educations,2052,with addresses,17501,with dobs,10110,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email",79.422378086%,625290,SingleMatch,94.0%,739194,,,,,,,,,,emails,84.8%,NoMatch,without phones,20770,without emails,33098,without social_profiles,27340,without jobs,28223,without educations,31046,without addresses,15597,without dobs,22988,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",15.6795974073%,123445,MultipleMatch,1.8%,14449,,,,,,,,,,social_profiles,47.1%,PerfectMatch,with phones,624584,with emails,626958,with social_profiles,347811,with jobs,309044,with educations,135240,with addresses,737944,with dobs,665499,,,,,,,,,,,,,,,,,
,"Name, Address, Email",3.16106882155%,24887,,,,,,,,,,,,,jobs,41.8%,PerfectMatch,without phones,114610,without emails,112236,without social_profiles,391383,without jobs,430150,without educations,603954,without addresses,1250,without dobs,73695,,,,,,,,,,,,,,,,,
,"Name, Address",1.63686639223%,12887,,,,,,,,,,,,,educations,18.3%,PossibleMatch,with phones,220,with emails,0,with social_profiles,120,with jobs,100,with educations,52,with addresses,252,with dobs,228,,,,,,,,,,,,,,,,,
,,0.0706213792254%,556,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,14229,without emails,14449,without social_profiles,14329,without jobs,14349,without educations,14397,without addresses,14197,without dobs,14221,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,90.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99.9705320864%,787065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539#US,All,,224792,NoMatch,3.7%,8408,,,,,,,,,,phones,100.0%,NoMatch,with phones,8,with emails,0,with social_profiles,1,with jobs,2,with educations,1,with addresses,8,with dobs,1,,,,,,,,,,,,,,,,,
,Phone,99.965746112%,224715,SingleMatch,34.6%,77688,,,,,,,,,,emails,60.3%,NoMatch,without phones,8400,without emails,8408,without social_profiles,8407,without jobs,8406,without educations,8407,without addresses,8400,without dobs,8407,,,,,,,,,,,,,,,,,
,,0.0342538880387%,77,MultipleMatch,61.7%,138619,,,,,,,,,,social_profiles,49.1%,PerfectMatch,with phones,77685,with emails,46844,with social_profiles,38161,with jobs,40625,with educations,12898,with addresses,75462,with dobs,24724,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Email, Phones",8.66884131329%,34681,,,,,,,,,,,,,jobs,52.3%,PerfectMatch,without phones,3,without emails,30844,without social_profiles,39527,without jobs,37063,without educations,64790,without addresses,2226,without dobs,52964,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",5.02843287966%,20117,,,,,,,,,,,,,educations,16.6%,PossibleMatch,with phones,15558,with emails,0,with social_profiles,9913,with jobs,6452,with educations,3661,with addresses,15481,with dobs,7842,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Email, Phones",4.62249884394%,18493,,,,,,,,,,,,,addresses,97.1%,PossibleMatch,without phones,123061,without emails,138619,without social_profiles,128706,without jobs,132167,without educations,134958,without addresses,123138,without dobs,130777,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,31.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,224792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#US,All,,221933,NoMatch,46.6%,103292,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9148391632%,221744,SingleMatch,28.2%,62512,,,,,,,,,,emails,36.0%,NoMatch,without phones,103292,without emails,103292,without social_profiles,103292,without jobs,103292,without educations,103292,without addresses,103292,without dobs,103292,,,,,,,,,,,,,,,,,
,,0.0851608368291%,189,MultipleMatch,25.2%,55940,,,,,,,,,,social_profiles,39.6%,PerfectMatch,with phones,62510,with emails,22498,with social_profiles,24732,with jobs,11848,with educations,6582,with addresses,61224,with dobs,10566,,,,,,,,,,,,,,,,,
,Address,0.00288011796963%,10,,,,,,,,,,,,,jobs,19.0%,PerfectMatch,without phones,2,without emails,40014,without social_profiles,37780,without jobs,50664,without educations,55930,without addresses,1288,without dobs,51946,,,,,,,,,,,,,,,,,
,,0.00172807078178%,6,,,,,,,,,,,,,educations,10.5%,PossibleMatch,with phones,1,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,1,with dobs,0,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",3.21433999899%,12054,,,,,,,,,,,,,addresses,97.9%,PossibleMatch,without phones,55939,without emails,55940,without social_profiles,55940,without jobs,55940,without educations,55940,without addresses,55939,without dobs,55940,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,16.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
