From,2020-12-01 01:04:55.590236,To,2021-01-01 01:04:55.590273,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,57001793,NoMatch,4.1%,2363622,,,,,,,,,,phones,92.7%,NoMatch,with phones,1143575,with emails,0,with social_profiles,895555,with jobs,641235,with educations,360102,with addresses,1396413,with dobs,563158,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",19.7738762358%,11271464,SingleMatch,95.0%,54156166,,,,,,,,,,emails,85.0%,NoMatch,without phones,1220047,without emails,2363622,without social_profiles,1468067,without jobs,1722387,without educations,2003520,without addresses,967209,without dobs,1800464,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",16.1119019537%,9184073,MultipleMatch,0.8%,481687,,,,,,,,,,social_profiles,51.3%,PerfectMatch,with phones,50221982,with emails,46012759,with social_profiles,27768626,with jobs,23309427,with educations,9915836,with addresses,54114003,with dobs,45148824,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",13.9408877893%,7946556,,,,,,,,,,,,,jobs,43.0%,PerfectMatch,without phones,3934184,without emails,8143407,without social_profiles,26387540,without jobs,30846739,without educations,44240330,without addresses,42163,without dobs,9007342,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",12.2428745355%,6978658,,,,,,,,,,,,,educations,18.3%,PossibleMatch,with phones,362973,with emails,0,with social_profiles,256344,with jobs,210788,with educations,112491,with addresses,388587,with dobs,301095,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",6.0302927664%,3437375,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,118714,without emails,481687,without social_profiles,225343,without jobs,270899,without educations,369196,without addresses,93100,without dobs,180592,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,83.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68.0998332807%,38818126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#US,All,,9338073,NoMatch,22.8%,2130267,,,,,,,,,,phones,95.7%,NoMatch,with phones,92343,with emails,0,with social_profiles,89620,with jobs,84825,with educations,69057,with addresses,94688,with dobs,89939,,,,,,,,,,,,,,,,,
,Phone,58.0897900455%,5424467,SingleMatch,56.5%,5274002,,,,,,,,,,emails,75.7%,NoMatch,without phones,2037924,without emails,2130267,without social_profiles,2040647,without jobs,2045442,without educations,2061210,without addresses,2035579,without dobs,2040328,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",14.7407500455%,1376502,MultipleMatch,20.7%,1933760,,,,,,,,,,social_profiles,48.3%,PerfectMatch,with phones,5045569,with emails,3992861,with social_profiles,2548884,with jobs,2489066,with educations,925524,with addresses,5259016,with dobs,4023075,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",5.35002242968%,499589,,,,,,,,,,,,,jobs,47.2%,PerfectMatch,without phones,228433,without emails,1281141,without social_profiles,2725118,without jobs,2784936,without educations,4348478,without addresses,14986,without dobs,1250927,,,,,,,,,,,,,,,,,
,"Name, Address",3.45156864805%,322310,,,,,,,,,,,,,educations,17.5%,PossibleMatch,with phones,1878057,with emails,0,with social_profiles,933459,with jobs,885628,with educations,369142,with addresses,1876610,with dobs,1158135,,,,,,,,,,,,,,,,,
,"Names, Addresses, Email, Phones",2.86141476941%,267201,,,,,,,,,,,,,addresses,99.7%,PossibleMatch,without phones,55703,without emails,1933760,without social_profiles,1000301,without jobs,1048132,without educations,1564618,without addresses,57150,without dobs,775625,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,76.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,84.4935459382%,7890069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#US,All,,1254125,NoMatch,55.2%,692538,,,,,,,,,,phones,100.0%,NoMatch,with phones,1045,with emails,0,with social_profiles,346,with jobs,310,with educations,128,with addresses,1107,with dobs,966,,,,,,,,,,,,,,,,,
,Phone,99.9999202631%,1254124,SingleMatch,32.5%,407262,,,,,,,,,,emails,43.1%,NoMatch,without phones,691493,without emails,692538,without social_profiles,692192,without jobs,692228,without educations,692410,without addresses,691431,without dobs,691572,,,,,,,,,,,,,,,,,
