From,2019-12-01 21:20:00.710732,To,2020-01-01 21:20:00.710737,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,51037760,NoMatch,9.1%,4623904,,,,,,,,,,phones,91.3%,NoMatch,with phones,2383254,with emails,0,with social_profiles,1391596,with jobs,1041669,with educations,482182,with addresses,2838371,with dobs,638404,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",18.8870789%,9639542,SingleMatch,88.9%,45371423,,,,,,,,,,emails,82.8%,NoMatch,without phones,2240650,without emails,4623904,without social_profiles,3232308,without jobs,3582235,without educations,4141722,without addresses,1785533,without dobs,3985500,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",18.0416891337%,9208074,MultipleMatch,2.0%,1039561,,,,,,,,,,social_profiles,45.2%,PerfectMatch,with phones,41418094,with emails,37577987,with social_profiles,20506956,with jobs,17440608,with educations,7072761,with addresses,45284407,with dobs,30109401,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",14.3268630912%,7312110,,,,,,,,,,,,,jobs,38.4%,PerfectMatch,without phones,3953329,without emails,7793436,without social_profiles,24864467,without jobs,27930815,without educations,38298662,without addresses,87016,without dobs,15262022,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",10.7961360373%,5510106,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,690564,with emails,0,with social_profiles,440579,with jobs,367735,with educations,183764,with addresses,732877,with dobs,491955,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",6.02264480259%,3073823,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,348997,without emails,1039561,without social_profiles,598982,without jobs,671826,without educations,855797,without addresses,306684,without dobs,547606,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,66.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68.0744119648%,34743655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#US,All,,7960890,NoMatch,24.9%,1980713,,,,,,,,,,phones,86.2%,NoMatch,with phones,121142,with emails,0,with social_profiles,103715,with jobs,96876,with educations,71690,with addresses,147570,with dobs,116627,,,,,,,,,,,,,,,,,
,Phone,49.792070987%,3963892,SingleMatch,59.6%,4743753,,,,,,,,,,emails,71.2%,NoMatch,without phones,1859571,without emails,1980713,without social_profiles,1876998,without jobs,1883837,without educations,1909023,without addresses,1833143,without dobs,1864086,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",12.6024477163%,1003267,MultipleMatch,15.5%,1236059,,,,,,,,,,social_profiles,37.7%,PerfectMatch,with phones,4087229,with emails,3375821,with social_profiles,1788839,with jobs,1846760,with educations,606770,with addresses,4727784,with dobs,3319746,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",9.14705516594%,728187,,,,,,,,,,,,,jobs,38.9%,PerfectMatch,without phones,656524,without emails,1367932,without social_profiles,2954914,without jobs,2896993,without educations,4136983,without addresses,15969,without dobs,1424007,,,,,,,,,,,,,,,,,
,"Name, Address",6.53769867439%,520459,,,,,,,,,,,,,educations,12.8%,PossibleMatch,with phones,1180068,with emails,0,with social_profiles,647972,with jobs,559532,with educations,247710,with addresses,1180069,with dobs,735692,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",4.48829213819%,357308,,,,,,,,,,,,,addresses,99.7%,PossibleMatch,without phones,55991,without emails,1236059,without social_profiles,588087,without jobs,676527,without educations,988349,without addresses,55990,without dobs,500367,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,70.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,82.5675646818%,6573113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
