From,2020-08-01 00:03:44.804909,To,2020-09-01 00:03:44.804944,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,58621416,NoMatch,4.1%,2426712,,,,,,,,,,phones,92.8%,NoMatch,with phones,1081129,with emails,0,with social_profiles,743104,with jobs,518655,with educations,252910,with addresses,1347026,with dobs,415473,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",20.481676867%,12006649,SingleMatch,94.9%,55624128,,,,,,,,,,emails,84.4%,NoMatch,without phones,1345583,without emails,2426712,without social_profiles,1683608,without jobs,1908057,without educations,2173802,without addresses,1079686,without dobs,2011239,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",16.9700694367%,9948095,MultipleMatch,1.0%,570474,,,,,,,,,,social_profiles,45.3%,PerfectMatch,with phones,51619856,with emails,46939696,with social_profiles,25179045,with jobs,22110073,with educations,8703350,with addresses,55590741,with dobs,44903711,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",14.6211940701%,8571151,,,,,,,,,,,,,jobs,39.7%,PerfectMatch,without phones,4004272,without emails,8684432,without social_profiles,30445083,without jobs,33514055,without educations,46920778,without addresses,33387,without dobs,10720417,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",10.2169282298%,5989308,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,368787,with emails,0,with social_profiles,233086,with jobs,194867,with educations,94272,with addresses,393122,with dobs,292339,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",5.57619590765%,3268845,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,201687,without emails,570474,without social_profiles,337388,without jobs,375607,without educations,476202,without addresses,177352,without dobs,278135,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,80.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67.8660645113%,39784048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#US,All,,11613240,NoMatch,26.6%,3094702,,,,,,,,,,phones,96.3%,NoMatch,with phones,93069,with emails,0,with social_profiles,90111,with jobs,85328,with educations,69697,with addresses,95502,with dobs,90747,,,,,,,,,,,,,,,,,
