From,2020-07-01 22:10:07.732258,To,2020-08-01 22:10:07.732301,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
53445#US,All,,63446,NoMatch,21.5%,13604,,,,,,,,,,,,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phone,55.5669388141%,35255,SingleMatch,51.9%,32918,,,,,,,,,,,,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address",18.2801122214%,11598,MultipleMatch,26.6%,16864,,,,,,,,,,,,PerfectMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Phone",3.81584339438%,2421,,,,,,,,,,,,,,,PerfectMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Email",2.09942313148%,1332,,,,,,,,,,,,,,,PossibleMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Email, Phone",1.37912555559%,875,,,,,,,,,,,,,,,PossibleMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,81.141443117%,51481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267#US,All,,11244,NoMatch,14.8%,1668,,,,,,,,,,,,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phone,68.3920313056%,7690,SingleMatch,55.3%,6223,,,,,,,,,,,,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Phone",5.23834934187%,589,MultipleMatch,29.8%,3353,,,,,,,,,,,,PerfectMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address",2.65919601565%,299,,,,,,,,,,,,,,,PerfectMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Email",2.41906794735%,272,,,,,,,,,,,,,,,PossibleMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Email, Phone",1.61864105301%,182,,,,,,,,,,,,,,,PossibleMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80.3272856635%,9032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327319#US,All,,10827,NoMatch,7.2%,779,,,,,,,,,,,,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phone,29.9990763831%,3248,SingleMatch,66.7%,7210,,,,,,,,,,,,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address",23.4229241711%,2536,MultipleMatch,26.0%,2813,,,,,,,,,,,,PerfectMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Email",4.81204396416%,521,,,,,,,,,,,,,,,PerfectMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Name, Address, Phone",3.82377389859%,414,,,,,,,,,,,,,,,PossibleMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
