From,2020-02-01 22:11:31.791555,To,2020-03-01 22:11:31.791589,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,57916036,NoMatch,8.6%,4953382,,,,,,,,,,phones,91.6%,NoMatch,with phones,2483299,with emails,0,with social_profiles,1409369,with jobs,1066976,with educations,476485,with addresses,2998718,with dobs,701551,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",17.2747319931%,10004840,SingleMatch,89.7%,51943501,,,,,,,,,,emails,83.2%,NoMatch,without phones,2470083,without emails,4953382,without social_profiles,3544013,without jobs,3886406,without educations,4476897,without addresses,1954664,without dobs,4251831,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",15.4315257349%,8937328,MultipleMatch,1.8%,1017751,,,,,,,,,,social_profiles,45.2%,PerfectMatch,with phones,47571306,with emails,43206775,with social_profiles,23471804,with jobs,20042244,with educations,8110341,with addresses,51853109,with dobs,34934950,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",12.8941006943%,7467752,,,,,,,,,,,,,jobs,38.6%,PerfectMatch,without phones,4372195,without emails,8736726,without social_profiles,28471697,without jobs,31901257,without educations,43833160,without addresses,90392,without dobs,17008551,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",11.6936335215%,6772489,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,700940,with emails,0,with social_profiles,449124,with jobs,375688,with educations,187413,with addresses,745207,with dobs,510430,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",7.20570896807%,4173261,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,316811,without emails,1017751,without social_profiles,568627,without jobs,642063,without educations,830338,without addresses,272544,without dobs,507321,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,67.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64.4997009119%,37355670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#US,All,,8570295,NoMatch,25.0%,2138356,,,,,,,,,,phones,85.7%,NoMatch,with phones,131446,with emails,0,with social_profiles,114139,with jobs,106202,with educations,79667,with addresses,159712,with dobs,127133,,,,,,,,,,,,,,,,,
,Phone,48.6684063967%,4171026,SingleMatch,59.8%,5128166,,,,,,,,,,emails,71.7%,NoMatch,without phones,2006910,without emails,2138356,without social_profiles,2024217,without jobs,2032154,without educations,2058689,without addresses,1978644,without dobs,2011223,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",13.0378475887%,1117382,MultipleMatch,15.2%,1303584,,,,,,,,,,social_profiles,38.1%,PerfectMatch,with phones,4395569,with emails,3676213,with social_profiles,1952542,with jobs,1983836,with educations,664495,with addresses,5111990,with dobs,3585589,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",9.08861363582%,778921,,,,,,,,,,,,,jobs,38.7%,PerfectMatch,without phones,732597,without emails,1451953,without social_profiles,3175624,without jobs,3144330,without educations,4463671,without addresses,16176,without dobs,1542577,,,,,,,,,,,,,,,,,
,"Name, Address",6.69503208466%,573784,,,,,,,,,,,,,educations,13.0%,PossibleMatch,with phones,1241890,with emails,0,with social_profiles,678149,with jobs,592127,with educations,261412,with addresses,1241863,with dobs,767580,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",4.64096043368%,397744,,,,,,,,,,,,,addresses,99.7%,PossibleMatch,without phones,61694,without emails,1303584,without social_profiles,625435,without jobs,711457,without educations,1042172,without addresses,61721,without dobs,536004,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,69.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,82.1308601396%,7038857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967#US,All,,824542,NoMatch,4.0%,33337,,,,,,,,,,phones,84.9%,NoMatch,with phones,11894,with emails,0,with social_profiles,5592,with jobs,4632,with educations,1997,with addresses,17183,with dobs,9582,,,,,,,,,,,,,,,,,
,"Name, Address, DOB, Email",79.6525828884%,656769,SingleMatch,94.3%,777260,,,,,,,,,,emails,85.1%,NoMatch,without phones,21443,without emails,33337,without social_profiles,27745,without jobs,28705,without educations,31340,without addresses,16154,without dobs,23755,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",15.6562067184%,129092,MultipleMatch,1.7%,13929,,,,,,,,,,social_profiles,47.1%,PerfectMatch,with phones,660136,with emails,661762,with social_profiles,366423,with jobs,321705,with educations,136208,with addresses,775941,with dobs,703712,,,,,,,,,,,,,,,,,
,"Name, Address, Email",3.06764240027%,25294,,,,,,,,,,,,,jobs,41.4%,PerfectMatch,without phones,117124,without emails,115498,without social_profiles,410837,without jobs,455555,without educations,641052,without addresses,1319,without dobs,73548,,,,,,,,,,,,,,,,,
,"Name, Address",1.58924590864%,13104,,,,,,,,,,,,,educations,17.5%,PossibleMatch,with phones,242,with emails,0,with social_profiles,136,with jobs,102,with educations,48,with addresses,275,with dobs,248,,,,,,,,,,,,,,,,,
,"Address, DOB, Email",0.0295921857225%,244,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,13687,without emails,13929,without social_profiles,13793,without jobs,13827,without educations,13881,without addresses,13654,without dobs,13681,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,90.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99.9952701015%,824503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#US,All,,814470,NoMatch,53.7%,437743,,,,,,,,,,phones,100.0%,NoMatch,with phones,2189,with emails,0,with social_profiles,182,with jobs,521,with educations,74,with addresses,2233,with dobs,1050,,,,,,,,,,,,,,,,,
,Phone,99.9979127531%,814453,SingleMatch,34.9%,284486,,,,,,,,,,emails,43.5%,NoMatch,without phones,435554,without emails,437743,without social_profiles,437561,without jobs,437222,without educations,437669,without addresses,435510,without dobs,436693,,,,,,,,,,,,,,,,,
,,0.00208724692131%,17,MultipleMatch,11.3%,92224,,,,,,,,,,social_profiles,36.0%,PerfectMatch,with phones,284471,with emails,123625,with social_profiles,102543,with jobs,73166,with educations,27337,with addresses,283065,with dobs,73692,,,,,,,,,,,,,,,,,
,"Address, UserID",0.164824089045%,5879,,,,,,,,,,,,,jobs,25.7%,PerfectMatch,without phones,15,without emails,160861,without social_profiles,181943,without jobs,211320,without educations,257149,without addresses,1421,without dobs,210794,,,,,,,,,,,,,,,,,
,"Address, Username",0.026325875083%,939,,,,,,,,,,,,,educations,9.6%,PossibleMatch,with phones,92224,with emails,0,with social_profiles,55372,with jobs,40082,with educations,19953,with addresses,92168,with dobs,51152,,,,,,,,,,,,,,,,,
,,0.00342040123549%,122,,,,,,,,,,,,,addresses,99.5%,PossibleMatch,without phones,0,without emails,92224,without social_profiles,36852,without jobs,52142,without educations,72271,without addresses,56,without dobs,41072,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,25.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,814470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64153#US,All,,400065,NoMatch,4.1%,16222,,,,,,,,,,phones,93.4%,NoMatch,with phones,15078,with emails,0,with social_profiles,14441,with jobs,13339,with educations,9614,with addresses,15315,with dobs,14366,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Emails, Phones",35.8974166698%,143613,SingleMatch,95.0%,379879,,,,,,,,,,emails,91.2%,NoMatch,without phones,1144,without emails,16222,without social_profiles,1781,without jobs,2883,without educations,6608,without addresses,907,without dobs,1856,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Emails, Phones",13.9717295939%,55896,MultipleMatch,1.0%,3950,,,,,,,,,,social_profiles,43.2%,PerfectMatch,with phones,354780,with emails,346543,with social_profiles,163927,with jobs,135777,with educations,47539,with addresses,379716,with dobs,76723,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Email, Phones",8.66884131329%,34681,,,,,,,,,,,,,jobs,35.7%,PerfectMatch,without phones,25099,without emails,33336,without social_profiles,215952,without jobs,244102,without educations,332340,without addresses,163,without dobs,303156,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",5.02843287966%,20117,,,,,,,,,,,,,educations,12.5%,PossibleMatch,with phones,3939,with emails,0,with social_profiles,3780,with jobs,3473,with educations,2293,with addresses,3946,with dobs,3777,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Email, Phones",4.62249884394%,18493,,,,,,,,,,,,,addresses,100.0%,PossibleMatch,without phones,11,without emails,3950,without social_profiles,170,without jobs,477,without educations,1657,without addresses,4,without dobs,173,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,20.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68.1889193006%,272800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625#US,All,,347208,NoMatch,46.6%,161799,,,,,,,,,,phones,97.2%,NoMatch,with phones,10430,with emails,0,with social_profiles,9017,with jobs,8576,with educations,6395,with addresses,10704,with dobs,8990,,,,,,,,,,,,,,,,,
,Phone,85.2926775881%,296143,SingleMatch,32.3%,112020,,,,,,,,,,emails,43.9%,NoMatch,without phones,151369,without emails,161799,without social_profiles,152782,without jobs,153223,without educations,155404,without addresses,151095,without dobs,152809,,,,,,,,,,,,,,,,,
,"Name, Address",14.7027142232%,51049,MultipleMatch,21.1%,73383,,,,,,,,,,social_profiles,31.4%,PerfectMatch,with phones,108883,with emails,49172,with social_profiles,35220,with jobs,41216,with educations,11598,with addresses,111606,with dobs,34036,,,,,,,,,,,,,,,,,
,Address,0.00288011796963%,10,,,,,,,,,,,,,jobs,36.8%,PerfectMatch,without phones,3137,without emails,62848,without social_profiles,76800,without jobs,70804,without educations,100422,without addresses,414,without dobs,77984,,,,,,,,,,,,,,,,,
,,0.00172807078178%,6,,,,,,,,,,,,,educations,10.4%,PossibleMatch,with phones,73337,with emails,0,with social_profiles,46295,with jobs,40300,with educations,24864,with addresses,73371,with dobs,47835,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",3.21433999899%,12054,,,,,,,,,,,,,addresses,99.6%,PossibleMatch,without phones,46,without emails,73383,without social_profiles,27088,without jobs,33083,without educations,48519,without addresses,12,without dobs,25548,,,,,,,,,,,,,,,,,
