From,2020-04-01 23:00:00.771655,To,2020-05-01 23:00:00.771690,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#US,All,,52231128,NoMatch,6.1%,3185245,,,,,,,,,,phones,91.7%,NoMatch,with phones,1538894,with emails,0,with social_profiles,912536,with jobs,664341,with educations,298072,with addresses,1889781,with dobs,449629,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",18.1162198909%,9462306,SingleMatch,93.1%,48627879,,,,,,,,,,emails,86.4%,NoMatch,without phones,1646351,without emails,3185245,without social_profiles,2272709,without jobs,2520904,without educations,2887173,without addresses,1295464,without dobs,2735616,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",16.0134604024%,8364011,MultipleMatch,0.8%,405281,,,,,,,,,,social_profiles,44.0%,PerfectMatch,with phones,44574296,with emails,42027557,with social_profiles,21418558,with jobs,18502057,with educations,7100993,with addresses,48572552,with dobs,31760565,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",13.6400443046%,7124349,,,,,,,,,,,,,jobs,38.0%,PerfectMatch,without phones,4053583,without emails,6600322,without social_profiles,27209321,without jobs,30125822,without educations,41526886,without addresses,55327,without dobs,16867314,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",12.1558393301%,6349132,,,,,,,,,,,,,educations,14.6%,PossibleMatch,with phones,253620,with emails,0,with social_profiles,160726,with jobs,129689,with educations,63288,with addresses,277920,with dobs,175371,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",7.24206454052%,3782612,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,151661,without emails,405281,without social_profiles,244555,without jobs,275592,without educations,341993,without addresses,127361,without dobs,229910,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,65.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67.1676284686%,35082410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#US,All,,9040509,NoMatch,23.9%,2158900,,,,,,,,,,phones,85.6%,NoMatch,with phones,130577,with emails,0,with social_profiles,111953,with jobs,103609,with educations,76309,with addresses,162508,with dobs,125601,,,,,,,,,,,,,,,,,
,Phone,49.2542842444%,4452838,SingleMatch,59.1%,5345802,,,,,,,,,,emails,72.2%,NoMatch,without phones,2028323,without emails,2158900,without social_profiles,2046947,without jobs,2055291,without educations,2082591,without addresses,1996392,without dobs,2033299,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",12.507581155%,1130749,MultipleMatch,17.0%,1533282,,,,,,,,,,social_profiles,37.0%,PerfectMatch,with phones,4574090,with emails,3860838,with social_profiles,1976988,with jobs,2035166,with educations,661984,with addresses,5330955,with dobs,3703972,,,,,,,,,,,,,,,,,
