From,2020-05-01 17:34:23.585907,To,2020-06-01 17:34:23.585943,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,55631473,NoMatch,6.6%,3685394,,,,,,,,,,phones,91.6%,NoMatch,with phones,1625275,with emails,0,with social_profiles,990664,with jobs,696760,with educations,320748,with addresses,1993741,with dobs,483797,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",17.1948781583%,9565764,SingleMatch,92.2%,51236369,,,,,,,,,,emails,86.8%,NoMatch,without phones,2060119,without emails,3685394,without social_profiles,2694730,without jobs,2988634,without educations,3364646,without addresses,1691653,without dobs,3201597,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",14.9957902427%,8342379,MultipleMatch,1.2%,651177,,,,,,,,,,social_profiles,44.9%,PerfectMatch,with phones,46916175,with emails,44455755,with social_profiles,22980610,with jobs,19325194,with educations,7743959,with addresses,51173622,with dobs,33297190,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",12.9184607425%,7186730,,,,,,,,,,,,,jobs,37.7%,PerfectMatch,without phones,4320194,without emails,6780614,without social_profiles,28255759,without jobs,31911175,without educations,43492410,without addresses,62747,without dobs,17939179,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",11.4861761794%,6389929,,,,,,,,,,,,,educations,15.1%,PossibleMatch,with phones,332754,with emails,0,with social_profiles,229739,with jobs,167802,with educations,85844,with addresses,369374,with dobs,234553,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",6.86879709261%,3821213,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,318423,without emails,651177,without social_profiles,421438,without jobs,483375,without educations,565333,without addresses,281803,without dobs,416624,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,65.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63.4641024156%,35306015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,11108050,NoMatch,24.2%,2654180,,,,,,,,,,phones,89.8%,NoMatch,with phones,145130,with emails,0,with social_profiles,149979,with jobs,119117,with educations,92413,with addresses,164793,with dobs,134848,,,,,,,,,,,,,,,,,
,Phone,48.9919652864%,5442052,SingleMatch,54.6%,5984925,,,,,,,,,,emails,73.6%,NoMatch,without phones,2509050,without emails,2654180,without social_profiles,2504201,without jobs,2535063,without educations,2561767,without addresses,2489387,without dobs,2519332,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",11.3669095836%,1262642,MultipleMatch,21.2%,2323318,,,,,,,,,,social_profiles,41.3%,PerfectMatch,with phones,5375059,with emails,4407820,with social_profiles,2471877,with jobs,2478687,with educations,874453,with addresses,5939964,with dobs,4138073,,,,,,,,,,,,,,,,,
,Email,9.58402239817%,1064598,,,,,,,,,,,,,jobs,41.4%,PerfectMatch,without phones,609866,without emails,1577105,without social_profiles,3513048,without jobs,3506238,without educations,5110472,without addresses,44961,without dobs,1846852,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",4.12681793834%,458409,,,,,,,,,,,,,educations,14.6%,PossibleMatch,with phones,2225122,with emails,0,with social_profiles,1257269,with jobs,1086790,with educations,492981,with addresses,2286460,with dobs,1383555,,,,,,,,,,,,,,,,,
,"Name, Address",3.85260239196%,427949,,,,,,,,,,,,,addresses,99.2%,PossibleMatch,without phones,98196,without emails,2323318,without social_profiles,1066049,without jobs,1236528,without educations,1830337,without addresses,36858,without dobs,939763,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,69.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,77.9223175985%,8655650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119465#OverAll,All,,4220020,NoMatch,6.3%,266767,,,,,,,,,,phones,49.1%,NoMatch,with phones,4,with emails,0,with social_profiles,4,with jobs,4,with educations,4,with addresses,4,with dobs,4,,,,,,,,,,,,,,,,,
,"Name, UserID",93.3515480969%,3939454,SingleMatch,93.6%,3951291,,,,,,,,,,emails,57.4%,NoMatch,without phones,266763,without emails,266767,without social_profiles,266763,without jobs,266763,without educations,266763,without addresses,266763,without dobs,266763,,,,,,,,,,,,,,,,,
,"Name, Username",6.63646143857%,280060,MultipleMatch,0.0%,1484,,,,,,,,,,social_profiles,100.0%,PerfectMatch,with phones,1940993,with emails,2268311,with social_profiles,3951066,with jobs,3939143,with educations,2388423,with addresses,3941490,with dobs,1697047,,,,,,,,,,,,,,,,,
,,0.0113269605357%,478,,,,,,,,,,,,,jobs,99.7%,PerfectMatch,without phones,2010298,without emails,1682980,without social_profiles,225,without jobs,12148,without educations,1562868,without addresses,9801,without dobs,2254244,,,,,,,,,,,,,,,,,
,Name,0.00045023483301%,19,,,,,,,,,,,,,educations,60.4%,PossibleMatch,with phones,3,with emails,0,with social_profiles,3,with jobs,3,with educations,2,with addresses,3,with dobs,3,,,,,,,,,,,,,,,,,
,"Name, Email",7.10897104753e-05%,3,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,1481,without emails,1484,without social_profiles,1481,without jobs,1481,without educations,1482,without addresses,1481,without dobs,1481,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,42.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99.9998578206%,4220014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#OverAll,All,,1302066,NoMatch,51.5%,666578,,,,,,,,,,phones,100.0%,NoMatch,with phones,742,with emails,0,with social_profiles,212,with jobs,192,with educations,89,with addresses,797,with dobs,662,,,,,,,,,,,,,,,,,
,Phone,99.3312166972%,1293358,SingleMatch,36.7%,474756,,,,,,,,,,emails,39.9%,NoMatch,without phones,665836,without emails,666578,without social_profiles,666366,without jobs,666386,without educations,666489,without addresses,665781,without dobs,665916,,,,,,,,,,,,,,,,,
,,0.668783302843%,8708,MultipleMatch,11.8%,152024,,,,,,,,,,social_profiles,37.6%,PerfectMatch,with phones,474740,with emails,189541,with social_profiles,178725,with jobs,101986,with educations,44335,with addresses,471988,with dobs,109764,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,jobs,21.5%,PerfectMatch,without phones,16,without emails,285215,without social_profiles,296031,without jobs,372770,without educations,430421,without addresses,2768,without dobs,364992,,,,,,,,,,,,,,,,,
