From,2020-08-01 18:55:47.997853,To,2020-09-01 18:55:47.997892,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,59164345,NoMatch,4.4%,2586930,,,,,,,,,,phones,92.7%,NoMatch,with phones,1113729,with emails,0,with social_profiles,777153,with jobs,533815,with educations,259637,with addresses,1390663,with dobs,421573,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",20.2937242016%,12006649,SingleMatch,94.2%,55754807,,,,,,,,,,emails,84.3%,NoMatch,without phones,1473201,without emails,2586930,without social_profiles,1809777,without jobs,2053115,without educations,2327293,without addresses,1196267,without dobs,2165357,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",16.8143414754%,9948095,MultipleMatch,1.4%,822124,,,,,,,,,,social_profiles,45.3%,PerfectMatch,with phones,51711144,with emails,47027233,with social_profiles,25235151,with jobs,22149372,with educations,8720123,with addresses,55714561,with dobs,44995615,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",14.4870208569%,8571151,,,,,,,,,,,,,jobs,39.7%,PerfectMatch,without phones,4043663,without emails,8727574,without social_profiles,30519656,without jobs,33605435,without educations,47034684,without addresses,40246,without dobs,10759192,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",10.123171312%,5989308,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,443654,with emails,0,with social_profiles,297688,with jobs,232088,with educations,114919,with addresses,480659,with dobs,350393,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",5.52502524958%,3268845,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,378470,without emails,822124,without social_profiles,524436,without jobs,590036,without educations,707205,without addresses,341465,without dobs,471731,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,80.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67.2432830956%,39784048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,13065104,NoMatch,27.3%,3530555,,,,,,,,,,phones,95.3%,NoMatch,with phones,122129,with emails,0,with social_profiles,130457,with jobs,104945,with educations,84064,with addresses,133684,with dobs,113834,,,,,,,,,,,,,,,,,
,Phone,59.4459332279%,7766673,SingleMatch,49.5%,6402287,,,,,,,,,,emails,71.5%,NoMatch,without phones,3408426,without emails,3530555,without social_profiles,3400098,without jobs,3425610,without educations,3446491,without addresses,3396871,without dobs,3416721,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",10.3845862995%,1356757,MultipleMatch,23.3%,3011692,,,,,,,,,,social_profiles,42.6%,PerfectMatch,with phones,6101928,with emails,4578171,with social_profiles,2728616,with jobs,2899698,with educations,961534,with addresses,6361245,with dobs,4411548,,,,,,,,,,,,,,,,,
,Email,7.30848372887%,954861,,,,,,,,,,,,,jobs,45.3%,PerfectMatch,without phones,300359,without emails,1824116,without social_profiles,3673671,without jobs,3502589,without educations,5440753,without addresses,41042,without dobs,1990739,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",3.75523225839%,490625,,,,,,,,,,,,,educations,15.0%,PossibleMatch,with phones,2927329,with emails,0,with social_profiles,1585981,with jobs,1402380,with educations,615095,with addresses,2990417,with dobs,1869076,,,,,,,,,,,,,,,,,
,Username,2.66128765603%,347700,,,,,,,,,,,,,addresses,99.4%,PossibleMatch,without phones,84363,without emails,3011692,without social_profiles,1425711,without jobs,1609312,without educations,2396597,without addresses,21275,without dobs,1142616,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,68.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,83.5555231707%,10916616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539#OverAll,All,,8104809,NoMatch,11.3%,892546,,,,,,,,,,phones,99.9%,NoMatch,with phones,757,with emails,0,with social_profiles,212,with jobs,134,with educations,79,with addresses,796,with dobs,78,,,,,,,,,,,,,,,,,
,Phone,97.1386123967%,7872899,SingleMatch,60.0%,4722294,,,,,,,,,,emails,32.9%,NoMatch,without phones,891789,without emails,892546,without social_profiles,892334,without jobs,892412,without educations,892467,without addresses,891750,without dobs,892468,,,,,,,,,,,,,,,,,
,,2.82624797204%,229062,MultipleMatch,28.7%,2260907,,,,,,,,,,social_profiles,36.2%,PerfectMatch,with phones,4717361,with emails,1551967,with social_profiles,1707846,with jobs,554439,with educations,239658,with addresses,4705411,with dobs,708040,,,,,,,,,,,,,,,,,
,Email,0.0249358127995%,2021,,,,,,,,,,,,,jobs,11.7%,PerfectMatch,without phones,4933,without emails,3170327,without social_profiles,3014448,without jobs,4167855,without educations,4482636,without addresses,16883,without dobs,4014254,,,,,,,,,,,,,,,,,
,"Name, Email",0.0102038184984%,827,,,,,,,,,,,,,educations,5.1%,PossibleMatch,with phones,896434,with emails,0,with social_profiles,290117,with jobs,156072,with educations,69437,with addresses,895093,with dobs,187020,,,,,,,,,,,,,,,,,
,Email,0.000169888539904%,9,,,,,,,,,,,,,addresses,99.6%,PossibleMatch,without phones,1364473,without emails,2260907,without social_profiles,1970790,without jobs,2104835,without educations,2191470,without addresses,1365814,without dobs,2073887,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,15.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
