From,2020-04-01 17:32:15.977823,To,2020-05-01 17:32:15.977858,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,52616351,NoMatch,6.3%,3314353,,,,,,,,,,phones,91.6%,NoMatch,with phones,1567438,with emails,0,with social_profiles,940554,with jobs,677191,with educations,303531,with addresses,1926420,with dobs,453790,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",17.9835846085%,9462306,SingleMatch,92.7%,48737464,,,,,,,,,,emails,86.4%,NoMatch,without phones,1746915,without emails,3314353,without social_profiles,2373799,without jobs,2637162,without educations,3010822,without addresses,1387933,without dobs,2860563,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",15.8962201693%,8364011,MultipleMatch,1.0%,528589,,,,,,,,,,social_profiles,44.0%,PerfectMatch,with phones,44651278,with emails,42104429,with social_profiles,21463116,with jobs,18534128,with educations,7114548,with addresses,48677682,with dobs,31831696,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",13.540180694%,7124349,,,,,,,,,,,,,jobs,38.0%,PerfectMatch,without phones,4086186,without emails,6633035,without social_profiles,27274348,without jobs,30203336,without educations,41622916,without addresses,59782,without dobs,16905768,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",12.0668421115%,6349132,,,,,,,,,,,,,educations,14.6%,PossibleMatch,with phones,297005,with emails,0,with social_profiles,195012,with jobs,150293,with educations,74156,with addresses,329213,with dobs,206588,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",7.18904281295%,3782612,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,231584,without emails,528589,without social_profiles,333577,without jobs,378296,without educations,454433,without addresses,199376,without dobs,322001,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,65.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66.6758703963%,35082410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,10451859,NoMatch,25.8%,2663297,,,,,,,,,,phones,85.2%,NoMatch,with phones,154812,with emails,0,with social_profiles,148864,with jobs,118857,with educations,87162,with addresses,195635,with dobs,143314,,,,,,,,,,,,,,,,,
,Phone,42.709081705%,4463893,SingleMatch,55.8%,5763618,,,,,,,,,,emails,73.4%,NoMatch,without phones,2508485,without emails,2663297,without social_profiles,2514433,without jobs,2544440,without educations,2576135,without addresses,2467662,without dobs,2519983,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",10.8186400142%,1130749,MultipleMatch,18.5%,1911097,,,,,,,,,,social_profiles,38.5%,PerfectMatch,with phones,4912541,with emails,4231754,with social_profiles,2218472,with jobs,2226379,with educations,762106,with addresses,5722365,with dobs,3947754,,,,,,,,,,,,,,,,,
,Email,10.1041355418%,1056070,,,,,,,,,,,,,jobs,38.6%,PerfectMatch,without phones,851077,without emails,1531864,without social_profiles,3545146,without jobs,3537239,without educations,5001512,without addresses,41253,without dobs,1815864,,,,,,,,,,,,,,,,,
