From,2020-01-01 17:24:17.498691,To,2020-02-01 17:24:17.498730,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,62679106,NoMatch,8.7%,5467248,,,,,,,,,,phones,91.5%,NoMatch,with phones,2732823,with emails,0,with social_profiles,1540527,with jobs,1161708,with educations,522113,with addresses,3283357,with dobs,739674,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",17.2029974391%,10782685,SingleMatch,89.2%,55825491,,,,,,,,,,emails,83.2%,NoMatch,without phones,2734425,without emails,5467248,without social_profiles,3926721,without jobs,4305540,without educations,4945135,without addresses,2183891,without dobs,4727574,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",15.5063108271%,9719217,MultipleMatch,2.1%,1309681,,,,,,,,,,social_profiles,45.2%,PerfectMatch,with phones,51088503,with emails,46449386,with social_profiles,25246175,with jobs,21577389,with educations,8682590,with addresses,55723377,with dobs,37490239,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",12.8809830185%,8073685,,,,,,,,,,,,,jobs,38.7%,PerfectMatch,without phones,4736988,without emails,9376105,without social_profiles,30579316,without jobs,34248102,without educations,47142901,without addresses,102114,without dobs,18335252,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",11.5214693713%,7221554,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,835700,with emails,0,with social_profiles,541481,with jobs,442457,with educations,222538,with addresses,892542,with dobs,606958,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",7.00133470315%,4388374,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,473981,without emails,1309681,without social_profiles,768200,without jobs,867224,without educations,1087143,without addresses,417139,without dobs,702723,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,67.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64.1130953591%,40185515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006125#OverAll,All,,23595392,NoMatch,56.0%,12713155,,,,,,,,,,phones,76.1%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,"Name, Address",76.3906528868%,18024674,SingleMatch,40.9%,9273080,,,,,,,,,,emails,75.6%,NoMatch,without phones,12713155,without emails,12713155,without social_profiles,12713155,without jobs,12713155,without educations,12713155,without addresses,12713155,without dobs,12713155,,,,,,,,,,,,,,,,,
,"Name, Address, Email, Phone",15.2794664314%,3605250,MultipleMatch,3.1%,712767,,,,,,,,,,social_profiles,56.7%,PerfectMatch,with phones,7059349,with emails,7014036,with social_profiles,5259655,with jobs,4065682,with educations,2619955,with addresses,8771373,with dobs,4543764,,,,,,,,,,,,,,,,,
,,3.79900448359%,896390,,,,,,,,,,,,,jobs,43.8%,PerfectMatch,without phones,2213731,without emails,2259044,without social_profiles,4013425,without jobs,5207398,without educations,6653125,without addresses,501707,without dobs,4729316,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Emails, Phones, UserIDs",0.198373479025%,46807,,,,,,,,,,,,,educations,28.3%,PossibleMatch,with phones,22109,with emails,0,with social_profiles,13452,with jobs,11782,with educations,6017,with addresses,27742,with dobs,15385,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Emails, Phones, UserID",0.161391681901%,38081,,,,,,,,,,,,,addresses,94.6%,PossibleMatch,without phones,690658,without emails,712767,without social_profiles,699315,without jobs,700985,without educations,706750,without addresses,685025,without dobs,697382,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,95.8288889627%,22611202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,10668542,NoMatch,27.5%,2884627,,,,,,,,,,phones,85.5%,NoMatch,with phones,166871,with emails,0,with social_profiles,161480,with jobs,130392,with educations,96638,with addresses,206203,with dobs,155136,,,,,,,,,,,,,,,,,
,Phone,43.1819268275%,4606882,SingleMatch,56.6%,5935259,,,,,,,,,,emails,72.8%,NoMatch,without phones,2717756,without emails,2884627,without social_profiles,2723147,without jobs,2754235,without educations,2787989,without addresses,2678424,without dobs,2729491,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",11.3982866637%,1216031,MultipleMatch,15.8%,1657597,,,,,,,,,,social_profiles,39.0%,PerfectMatch,with phones,5074926,with emails,4318431,with social_profiles,2316310,with jobs,2340257,with educations,801754,with addresses,5890509,with dobs,4151418,,,,,,,,,,,,,,,,,
,Email,8.66414548492%,924338,,,,,,,,,,,,,jobs,39.4%,PerfectMatch,without phones,860333,without emails,1616828,without social_profiles,3618949,without jobs,3595002,without educations,5133505,without addresses,44750,without dobs,1783841,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",8.00634238493%,854160,,,,,,,,,,,,,educations,13.5%,PossibleMatch,with phones,1552656,with emails,0,with social_profiles,902507,with jobs,747727,with educations,349451,with addresses,1587873,with dobs,979597,,,,,,,,,,,,,,,,,
,"Name, Address",5.85057452087%,624171,,,,,,,,,,,,,addresses,99.2%,PossibleMatch,without phones,104941,without emails,1657597,without social_profiles,755090,without jobs,909870,without educations,1308146,without addresses,69724,without dobs,678000,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,69.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,77.1012758819%,8225582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#OverAll,All,,6064917,NoMatch,52.2%,3151422,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
