From,2020-02-01 17:27:17.659205,To,2020-03-01 17:27:17.659239,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,58277150,NoMatch,8.7%,5075670,,,,,,,,,,phones,91.5%,NoMatch,with phones,2510039,with emails,0,with social_profiles,1436313,with jobs,1079436,with educations,481876,with addresses,3033298,with dobs,705951,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",17.167689223%,10004840,SingleMatch,89.3%,52055344,,,,,,,,,,emails,83.2%,NoMatch,without phones,2565631,without emails,5075670,without social_profiles,3639357,without jobs,3996234,without educations,4593794,without addresses,2042372,without dobs,4369719,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",15.335904381%,8937328,MultipleMatch,2.0%,1144446,,,,,,,,,,social_profiles,45.2%,PerfectMatch,with phones,47651131,with emails,43290136,with social_profiles,23521220,with jobs,20078781,with educations,8126609,with addresses,51959983,with dobs,35005134,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",12.814202479%,7467752,,,,,,,,,,,,,jobs,38.6%,PerfectMatch,without phones,4404213,without emails,8765208,without social_profiles,28534124,without jobs,31976563,without educations,43928735,without addresses,95361,without dobs,17050210,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",11.6211739936%,6772489,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,749217,with emails,0,with social_profiles,486579,with jobs,398961,with educations,199568,with addresses,802561,with dobs,544924,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",7.16105883695%,4173261,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,395229,without emails,1144446,without social_profiles,657867,without jobs,745485,without educations,944878,without addresses,341885,without dobs,599522,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,67.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64.1000289136%,37355670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,9750579,NoMatch,27.3%,2628971,,,,,,,,,,phones,85.3%,NoMatch,with phones,154241,with emails,0,with social_profiles,152237,with jobs,120999,with educations,90625,with addresses,191440,with dobs,143262,,,,,,,,,,,,,,,,,
,Phone,42.8976884347%,4182773,SingleMatch,56.6%,5458325,,,,,,,,,,emails,72.8%,NoMatch,without phones,2474730,without emails,2628971,without social_profiles,2476734,without jobs,2507972,without educations,2538346,without addresses,2437531,without dobs,2485709,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",11.4596476784%,1117382,MultipleMatch,16.1%,1552050,,,,,,,,,,social_profiles,39.2%,PerfectMatch,with phones,4654804,with emails,3976224,with social_profiles,2141853,with jobs,2125930,with educations,741768,with addresses,5415998,with dobs,3774141,,,,,,,,,,,,,,,,,
,Email,9.20388420011%,897432,,,,,,,,,,,,,jobs,38.9%,PerfectMatch,without phones,803521,without emails,1482101,without social_profiles,3316472,without jobs,3332395,without educations,4716557,without addresses,42327,without dobs,1684184,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",7.98845894177%,778921,,,,,,,,,,,,,educations,13.6%,PossibleMatch,with phones,1453138,with emails,0,with social_profiles,840298,with jobs,698084,with educations,324707,with addresses,1487274,with dobs,908547,,,,,,,,,,,,,,,,,
,"Name, Address",5.88461464699%,573784,,,,,,,,,,,,,addresses,99.2%,PossibleMatch,without phones,98912,without emails,1552050,without social_profiles,711752,without jobs,853966,without educations,1227343,without addresses,64776,without dobs,643503,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,69.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,77.4342939019%,7550292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#OverAll,All,,3034354,NoMatch,49.7%,1508479,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9912666749%,3034089,SingleMatch,42.0%,1272834,,,,,,,,,,emails,34.3%,NoMatch,without phones,1508479,without emails,1508479,without social_profiles,1508479,without jobs,1508479,without educations,1508479,without addresses,1508479,without dobs,1508479,,,,,,,,,,,,,,,,,
,,0.00873332511632%,265,MultipleMatch,8.3%,252776,,,,,,,,,,social_profiles,43.6%,PerfectMatch,with phones,1272830,with emails,436827,with social_profiles,554540,with jobs,184784,with educations,106837,with addresses,1270526,with dobs,239194,,,,,,,,,,,,,,,,,
,Email,8.66414548492%,924338,,,,,,,,,,,,,jobs,14.5%,PerfectMatch,without phones,4,without emails,836007,without social_profiles,718294,without jobs,1088050,without educations,1165997,without addresses,2308,without dobs,1033640,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",8.00634238493%,854160,,,,,,,,,,,,,educations,8.4%,PossibleMatch,with phones,48,with emails,0,with social_profiles,29,with jobs,29,with educations,5,with addresses,48,with dobs,6,,,,,,,,,,,,,,,,,
,"Name, Address",5.85057452087%,624171,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,252728,without emails,252776,without social_profiles,252747,without jobs,252747,without educations,252771,without addresses,252728,without dobs,252770,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,18.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0%,3034354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16249#OverAll,All,,1391305,NoMatch,51.9%,720969,,,,,,,,,,phones,100.0%,NoMatch,with phones,2610,with emails,0,with social_profiles,201,with jobs,565,with educations,90,with addresses,2654,with dobs,1076,,,,,,,,,,,,,,,,,
,Phone,99.9119531663%,1390080,SingleMatch,37.0%,514086,,,,,,,,,,emails,39.1%,NoMatch,without phones,718359,without emails,720969,without social_profiles,720768,without jobs,720404,without educations,720879,without addresses,718315,without dobs,719893,,,,,,,,,,,,,,,,,
