From,2020-10-01 19:01:31.626839,To,2020-11-01 19:01:31.626878,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,59512486,NoMatch,4.3%,2531911,,,,,,,,,,phones,92.5%,NoMatch,with phones,1141921,with emails,0,with social_profiles,881416,with jobs,594391,with educations,310993,with addresses,1412849,with dobs,492148,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",19.9525709613%,11874271,SingleMatch,94.3%,56083778,,,,,,,,,,emails,84.5%,NoMatch,without phones,1389990,without emails,2531911,without social_profiles,1650495,without jobs,1937520,without educations,2220918,without addresses,1119062,without dobs,2039763,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",16.4799568279%,9807632,MultipleMatch,1.4%,845866,,,,,,,,,,social_profiles,48.4%,PerfectMatch,with phones,51898301,with emails,47401771,with social_profiles,27138538,with jobs,22951886,with educations,9095196,with addresses,56039667,with dobs,45815495,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",14.2042142215%,8453281,,,,,,,,,,,,,jobs,40.9%,PerfectMatch,without phones,4185477,without emails,8682007,without social_profiles,28945240,without jobs,33131892,without educations,46988582,without addresses,44111,without dobs,10268283,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",11.977468056%,7128089,,,,,,,,,,,,,educations,16.2%,PossibleMatch,with phones,483557,with emails,0,with social_profiles,354519,with jobs,276798,with educations,148733,with addresses,522745,with dobs,398030,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",5.88704360292%,3503526,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,362309,without emails,845866,without social_profiles,491347,without jobs,569068,without educations,697133,without addresses,323121,without dobs,447836,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,81.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68.5012536697%,40766799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,10600896,NoMatch,24.5%,2575511,,,,,,,,,,phones,94.7%,NoMatch,with phones,115173,with emails,0,with social_profiles,122838,with jobs,100051,with educations,79826,with addresses,125854,with dobs,109149,,,,,,,,,,,,,,,,,
,Phone,52.265865074%,5540650,SingleMatch,52.4%,5504857,,,,,,,,,,emails,75.0%,NoMatch,without phones,2460338,without emails,2575511,without social_profiles,2452673,without jobs,2475460,without educations,2495685,without addresses,2449657,without dobs,2466362,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",12.3643322225%,1310730,MultipleMatch,23.0%,2415542,,,,,,,,,,social_profiles,46.9%,PerfectMatch,with phones,5215700,with emails,4129140,with social_profiles,2581015,with jobs,2540634,with educations,892498,with addresses,5467505,with dobs,4076626,,,,,,,,,,,,,,,,,
,Email,8.21133421175%,870475,,,,,,,,,,,,,jobs,46.2%,PerfectMatch,without phones,289157,without emails,1375717,without social_profiles,2923842,without jobs,2964223,without educations,4612359,without addresses,37352,without dobs,1428231,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",4.44772781471%,471499,,,,,,,,,,,,,educations,16.2%,PossibleMatch,with phones,2312087,with emails,0,with social_profiles,1299199,with jobs,1126254,with educations,498362,with addresses,2375682,with dobs,1479643,,,,,,,,,,,,,,,,,
