From,2019-12-01 17:22:50.546255,To,2020-01-01 17:22:50.546259,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,51524338,NoMatch,9.2%,4763061,,,,,,,,,,phones,91.2%,NoMatch,with phones,2416766,with emails,0,with social_profiles,1429807,with jobs,1057154,with educations,490075,with addresses,2881570,with dobs,648667,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",18.7087158694%,9639542,SingleMatch,88.3%,45501414,,,,,,,,,,emails,82.8%,NoMatch,without phones,2346295,without emails,4763061,without social_profiles,3333254,without jobs,3705907,without educations,4272986,without addresses,1881491,without dobs,4114394,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",17.8713096712%,9208074,MultipleMatch,2.4%,1256420,,,,,,,,,,social_profiles,45.2%,PerfectMatch,with phones,41509171,with emails,37667025,with social_profiles,20565934,with jobs,17480091,with educations,7089834,with addresses,45407064,with dobs,30189036,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",14.191565159%,7312110,,,,,,,,,,,,,jobs,38.4%,PerfectMatch,without phones,3992243,without emails,7834389,without social_profiles,24935480,without jobs,28021323,without educations,38411580,without addresses,94350,without dobs,15312378,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",10.6941810684%,5510106,,,,,,,,,,,,,educations,15.6%,PossibleMatch,with phones,769616,with emails,0,with social_profiles,510162,with jobs,409392,with educations,207639,with addresses,825393,with dobs,558141,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",5.96576903133%,3073823,,,,,,,,,,,,,addresses,99.8%,PossibleMatch,without phones,486804,without emails,1256420,without social_profiles,746258,without jobs,847028,without educations,1048781,without addresses,431027,without dobs,698279,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,66.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67.4315407992%,34743655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,8918002,NoMatch,26.8%,2366959,,,,,,,,,,phones,85.8%,NoMatch,with phones,138465,with emails,0,with social_profiles,131312,with jobs,108185,with educations,79837,with addresses,171497,with dobs,129322,,,,,,,,,,,,,,,,,
,Phone,44.5686488969%,3974633,SingleMatch,56.8%,5007837,,,,,,,,,,emails,72.2%,NoMatch,without phones,2228494,without emails,2366959,without social_profiles,2235647,without jobs,2258774,without educations,2287122,without addresses,2195462,without dobs,2237637,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",11.2499077708%,1003267,MultipleMatch,16.4%,1445157,,,,,,,,,,social_profiles,38.8%,PerfectMatch,with phones,4297153,with emails,3615456,with social_profiles,1943512,with jobs,1965411,with educations,669017,with addresses,4972017,with dobs,3476780,,,,,,,,,,,,,,,,,
,"Name, Address, DOB",8.16536035762%,728187,,,,,,,,,,,,,jobs,39.2%,PerfectMatch,without phones,710684,without emails,1392381,without social_profiles,3064325,without jobs,3042426,without educations,4338820,without addresses,35820,without dobs,1531057,,,,,,,,,,,,,,,,,
,Email,8.08095804419%,720660,,,,,,,,,,,,,educations,13.4%,PossibleMatch,with phones,1358171,with emails,0,with social_profiles,784033,with jobs,649351,with educations,300473,with addresses,1386589,with dobs,854408,,,,,,,,,,,,,,,,,
,"Name, Address",5.83604937519%,520459,,,,,,,,,,,,,addresses,99.3%,PossibleMatch,without phones,86986,without emails,1445157,without social_profiles,661124,without jobs,795806,without educations,1144684,without addresses,58568,without dobs,590749,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,69.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,77.9009244447%,6947206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899#OverAll,All,,9151778,NoMatch,77.9%,6938879,,,,,,,,,,phones,68.2%,NoMatch,with phones,1,with emails,0,with social_profiles,1,with jobs,1,with educations,0,with addresses,1,with dobs,1,,,,,,,,,,,,,,,,,
,"Name, Username",93.9736628227%,8600261,SingleMatch,21.6%,1925503,,,,,,,,,,emails,74.9%,NoMatch,without phones,6938878,without emails,6938879,without social_profiles,6938878,without jobs,6938878,without educations,6938879,without addresses,6938878,without dobs,6938878,,,,,,,,,,,,,,,,,
,,2.72377673497%,249274,MultipleMatch,0.4%,38122,,,,,,,,,,social_profiles,99.6%,PerfectMatch,with phones,1312385,with emails,1441559,with social_profiles,1917424,with jobs,1894933,with educations,1745150,with addresses,1908197,with dobs,889740,,,,,,,,,,,,,,,,,
,Username,2.10592958002%,192730,,,,,,,,,,,,,jobs,98.4%,PerfectMatch,without phones,613118,without emails,483944,without social_profiles,8079,without jobs,30570,without educations,180353,without addresses,17306,without dobs,1035763,,,,,,,,,,,,,,,,,
