From,2020-07-01 18:52:52.386195,To,2020-08-01 18:52:52.386230,Match_type,Match Rate,Count per match_type,filters,MatchRequirement Ratio,Count,MatchRequirements,Top 5 MatchRequirement,Count per MatchRequirements,APIMinimumMatch,MinimumMatch breakdown,Count per MinimumMatch,Fields,Fill Rate,match_type.,filters,Count,filters,Count,filters,Count,filters,Count,,,,,,,,,,,,,,,,,,,,,,,
5753#OverAll,All,,66545521,NoMatch,4.5%,3018446,,,,,,,,,,phones,92.8%,NoMatch,with phones,1256684,with emails,0,with social_profiles,868829,with jobs,597510,with educations,291516,with addresses,1568167,with dobs,457949,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phones",20.7607721638%,13815364,SingleMatch,94.1%,62580900,,,,,,,,,,emails,84.1%,NoMatch,without phones,1761762,without emails,3018446,without social_profiles,2149617,without jobs,2420936,without educations,2726930,without addresses,1450279,without dobs,2560497,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB",17.0950168081%,11375968,MultipleMatch,1.3%,883642,,,,,,,,,,social_profiles,44.0%,PerfectMatch,with phones,58079211,with emails,52625111,with social_profiles,27540603,with jobs,24533969,with educations,9699112,with addresses,62536325,with dobs,50223116,,,,,,,,,,,,,,,,,
,"Names, Addresses, DOB, Phone",14.7901299022%,9842169,,,,,,,,,,,,,jobs,39.2%,PerfectMatch,without phones,4501689,without emails,9955789,without social_profiles,35040297,without jobs,38046931,without educations,52881788,without addresses,44575,without dobs,12357784,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB",10.2248910186%,6804207,,,,,,,,,,,,,educations,15.5%,PossibleMatch,with phones,479995,with emails,0,with social_profiles,320204,with jobs,249833,with educations,124393,with addresses,519988,with dobs,375953,,,,,,,,,,,,,,,,,
,"Name, Addresses, DOB, Phone",5.62085763819%,3740429,,,,,,,,,,,,,addresses,99.9%,PossibleMatch,without phones,403647,without emails,883642,without social_profiles,563438,without jobs,633809,without educations,759249,without addresses,363654,without dobs,507689,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,80.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68.4916675309%,45578137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821#OverAll,All,,11192080,NoMatch,24.4%,2700531,,,,,,,,,,phones,93.9%,NoMatch,with phones,144610,with emails,0,with social_profiles,173402,with jobs,118544,with educations,92435,with addresses,165054,with dobs,127384,,,,,,,,,,,,,,,,,
,Phone,47.6170738594%,5329341,SingleMatch,53.7%,5947739,,,,,,,,,,emails,76.5%,NoMatch,without phones,2555921,without emails,2700531,without social_profiles,2527129,without jobs,2581987,without educations,2608096,without addresses,2535477,without dobs,2573147,,,,,,,,,,,,,,,,,
,Email,12.6483191686%,1415610,MultipleMatch,21.9%,2430016,,,,,,,,,,social_profiles,44.2%,PerfectMatch,with phones,5583731,with emails,4548971,with social_profiles,2627419,with jobs,2647315,with educations,947192,with addresses,5878640,with dobs,4284673,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phones",12.4967745048%,1398649,,,,,,,,,,,,,jobs,44.5%,PerfectMatch,without phones,364008,without emails,1398768,without social_profiles,3320320,without jobs,3300424,without educations,5000547,without addresses,69099,without dobs,1663066,,,,,,,,,,,,,,,,,
,"Names, Addresses, Emails, Phone",4.4704648287%,500338,,,,,,,,,,,,,educations,15.9%,PossibleMatch,with phones,2345235,with emails,0,with social_profiles,1328296,with jobs,1172010,with educations,531183,with addresses,2417094,with dobs,1510209,,,,,,,,,,,,,,,,,
,Username,3.06403278032%,342929,,,,,,,,,,,,,addresses,98.8%,PossibleMatch,without phones,84781,without emails,2430016,without social_profiles,1101720,without jobs,1258006,without educations,1898833,without addresses,12922,without dobs,919807,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,dobs,72.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80.2966651418%,8986867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963#OverAll,All,,5602872,NoMatch,38.9%,2177762,,,,,,,,,,phones,100.0%,NoMatch,with phones,0,with emails,0,with social_profiles,0,with jobs,0,with educations,0,with addresses,0,with dobs,0,,,,,,,,,,,,,,,,,
,Phone,99.9820449227%,5601866,SingleMatch,51.2%,2867822,,,,,,,,,,emails,44.4%,NoMatch,without phones,2177762,without emails,2177762,without social_profiles,2177762,without jobs,2177762,without educations,2177762,without addresses,2177762,without dobs,2177762,,,,,,,,,,,,,,,,,
,,0.0179550773246%,1006,MultipleMatch,9.9%,556282,,,,,,,,,,social_profiles,54.3%,PerfectMatch,with phones,2867811,with emails,1272833,with social_profiles,1556352,with jobs,693226,with educations,470188,with addresses,2862655,with dobs,601278,,,,,,,,,,,,,,,,,
,,0.00460586708185%,244,,,,,,,,,,,,,jobs,24.2%,PerfectMatch,without phones,11,without emails,1594989,without social_profiles,1311470,without jobs,2174596,without educations,2397634,without addresses,5167,without dobs,2266544,,,,,,,,,,,,,,,,,
,Name,0.000830566195088%,44,,,,,,,,,,,,,educations,16.4%,PossibleMatch,with phones,309,with emails,0,with social_profiles,199,with jobs,213,with educations,41,with addresses,309,with dobs,21,,,,,,,,,,,,,,,,,
